staff_id,name,role,department,hire_date,active
S0759,Amelia Pertiwi,Perawat,Poli Anak,2021-02-18,True
S0760,Ade Anggriawan,Perawat,Keuangan,2017-05-21,False
S0761,Maria Gunarto,Admin,Poli Gigi,2020-12-04,True
S0762,Kayla Latupono,Dokter,ICU,2016-10-04,True
S0763,Maryadi Hakim,Admin,ICU,2016-07-01,True
S0764,"Kawaca Handayani, M.Pd",Petugas Lab,Laboratorium,2017-03-16,True
S0765,"R. Cemani Irawan, S.E.I",Perawat,Poli Anak,2022-01-08,False
S0766,Suci Farida,Perawat,IGD,2021-11-09,False
S0767,Anita Hastuti,Perawat,NICU,2024-08-31,True
S0768,"R.A. Tira Hardiansyah, S.Kom",Perawat,Radiologi,2016-12-14,True
S0769,"Ozy Wahyuni, M.Kom.",Security,IGD,2016-03-18,False
S0770,"Tgk. Vino Saputra, M.Farm",Perawat,NICU,2024-07-11,True
S0771,Puspa Usada,Farmasis,Radiologi,2024-07-03,True
S0772,Cahya Rajata,Security,Keuangan,2024-09-04,True
S0773,Eluh Saptono,Kasir,NICU,2023-01-18,True
S0774,"Dt. Jaeman Jailani, S.E.",Perawat,Poli Gigi,2025-08-13,True
S0775,KH. Muni Nurdiyanti,Dokter,Poli Umum,2021-07-12,True
S0776,Rama Anggraini,Admin,Poli Umum,2017-06-07,True
S0777,"Ir. Gaman Najmudin, M.Ak",Dokter,Radiologi,2019-10-16,False
S0778,Dr. Yuni Jailani,Farmasis,Operasi,2022-05-19,True
S0779,Jaga Iswahyudi,Farmasis,Operasi,2021-01-23,True
S0780,"Cut Umi Wijaya, S.Psi",Farmasis,Poli Umum,2021-08-01,True
S0781,Dr. Wardaya Mulyani,Security,Operasi,2019-01-28,False
S0782,"Tgk. Salwa Nugroho, M.Kom.",Admin,Operasi,2020-08-18,False
S0783,"R.M. Banawi Wasita, S.I.Kom",Perawat,Poli Gigi,2017-10-18,True
S0784,"Hj. Endah Suartini, S.H.",Dokter,Poli Gigi,2017-01-06,True
S0785,Latika Santoso,Perawat,Poli Umum,2021-02-25,True
S0786,Gilang Dabukke,Admin,Poli Gigi,2024-12-07,False
S0787,Lasmono Mangunsong,Security,NICU,2022-12-12,True
S0788,"Raisa Mustofa, S.E.I",Perawat,IGD,2017-12-12,True
S0789,"Liman Hakim, S.Sos",Perawat,Poli Anak,2025-04-28,True
S0790,Tugiman Sitompul,Farmasis,IGD,2016-03-18,False
S0791,Mahfud Iswahyudi,Security,Radiologi,2022-09-22,True
S0792,Ajimat Padmasari,Farmasis,Keuangan,2021-11-20,True
S0793,Rusman Prasetyo,Perawat,IGD,2018-04-16,True
S0794,Drs. Bakiono Budiyanto,Perawat,Poli Umum,2025-04-19,True
S0795,"Drs. Hardana Prasetya, S.Sos",Dokter,ICU,2025-09-14,False
S0796,Janet Prakasa,Perawat,Poli Anak,2019-05-26,True
S0797,R.A. Ilsa Lailasari,Admin,Operasi,2023-02-04,True
S0798,Samiah Gunarto,Kasir,Poli Anak,2023-12-26,True
S0799,drg. Nardi Rahayu,Farmasis,Radiologi,2024-07-18,True
S0800,Daryani Sihombing,Perawat,Keuangan,2023-03-03,False
S0801,Ir. Rizki Prastuti,Admin,IGD,2024-09-11,False
S0802,Asirwanda Pratiwi,Security,Operasi,2024-11-14,True
S0803,Yulia Wacana,Perawat,Operasi,2021-12-25,False
S0804,Indah Wibisono,Farmasis,Radiologi,2022-06-09,True
S0805,Ikhsan Laksita,Perawat,Laboratorium,2019-01-10,False
S0806,Zaenab Laksita,Admin,IGD,2024-05-28,True
S0807,drg. Lasmanto Haryanti,Security,NICU,2025-10-31,True
S0808,Lidya Aryani,Farmasis,NICU,2022-06-18,False
S0809,Indah Sitorus,Perawat,Operasi,2016-04-14,False
S0810,"Jaka Rahayu, M.TI.",Perawat,Poli Umum,2021-05-21,False
S0811,"drg. Daniswara Maryati, S.I.Kom",Security,Laboratorium,2020-06-26,False
S0812,Warta Puspita,Perawat,Poli Umum,2019-11-29,True
S0813,Bakidin Agustina,Kasir,Laboratorium,2022-09-04,True
S0814,"Hamima Hidayat, S.Sos",Dokter,Radiologi,2016-02-10,True
S0815,"Paramita Habibi, M.Kom.",Petugas Lab,Radiologi,2018-06-18,True
S0816,R. Mujur Saefullah,Dokter,IGD,2020-11-27,True
S0817,Karma Sihombing,Perawat,Poli Anak,2022-07-23,True
S0818,"Drs. Dwi Fujiati, S.Pd",Farmasis,Poli Anak,2023-12-05,True
S0819,R. Jamal Hutagalung,Petugas Lab,Radiologi,2021-08-22,False
S0820,Tgk. Nadia Hasanah,Kasir,ICU,2018-04-02,True
S0821,"Padmi Wulandari, S.Pt",Perawat,Poli Anak,2019-04-12,True
S0822,"Adiarja Anggriawan, M.Pd",Admin,Poli Gigi,2020-11-17,True
S0823,Lili Samosir,Perawat,Poli Umum,2019-05-31,True
S0824,Michelle Habibi,Admin,NICU,2024-12-04,True
S0825,Kawaca Setiawan,Petugas Lab,IGD,2019-08-31,True
S0826,H. Asmianto Siregar,Dokter,IGD,2025-01-08,True
S0827,"Uchita Anggraini, M.Pd",Security,Laboratorium,2018-02-09,True
S0828,"Umi Nababan, S.Pt",Petugas Lab,Keuangan,2024-07-12,False
S0829,"Cut Ophelia Farida, S.Farm",Perawat,Poli Anak,2022-02-04,False
S0830,Dt. Eja Lestari,Perawat,Poli Anak,2017-08-06,True
S0831,"Raina Latupono, S.T.",Admin,IGD,2024-03-31,True
S0832,Murti Yuniar,Perawat,IGD,2025-02-16,True
S0833,"Tami Widodo, M.Kom.",Petugas Lab,NICU,2019-06-14,True
